"","kingdom","phylum","class","order","family","genus","species","abr_1_guild_level_2_AND","abr_2_guild_level_3_AND","abr_3_guild_level_4_AND","abr_4_guild_level_5_AND","abr_all_guild_level_AND","consumer","potential","interaction_matchName","resource_matchName"
"Ascomycota::Cluster_157","Fungi","Ascomycota","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Ascomycota::Cluster_173","Fungi","Ascomycota","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Ascomycota::Cluster_186","Fungi","Ascomycota","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Ascomycota::Cluster_197","Fungi","Ascomycota","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Ascomycota::Cluster_222","Fungi","Ascomycota","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Ascomycota::Cluster_227","Fungi","Ascomycota","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Ascomycota::Cluster_244","Fungi","Ascomycota","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Ascomycota::Cluster_257","Fungi","Ascomycota","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Ascomycota::Cluster_260","Fungi","Ascomycota","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Ascomycota::Cluster_267","Fungi","Ascomycota","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Ascomycota::Cluster_331","Fungi","Ascomycota","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Ascomycota::Cluster_339","Fungi","Ascomycota","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Ascomycota::Cluster_350","Fungi","Ascomycota","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Ascomycota::Cluster_355","Fungi","Ascomycota","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Ascomycota::Cluster_372","Fungi","Ascomycota","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Ascomycota::Cluster_381","Fungi","Ascomycota","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Ascomycota::Cluster_40","Fungi","Ascomycota","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Ascomycota::Cluster_403","Fungi","Ascomycota","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Ascomycota::Cluster_41","Fungi","Ascomycota","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Ascomycota::Cluster_432","Fungi","Ascomycota","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Ascomycota::Cluster_464","Fungi","Ascomycota","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Ascomycota::Cluster_50","Fungi","Ascomycota","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Ascomycota::Cluster_548","Fungi","Ascomycota","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Ascomycota::Cluster_551","Fungi","Ascomycota","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Ascomycota::Cluster_556","Fungi","Ascomycota","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Ascomycota::Cluster_558","Fungi","Ascomycota","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Ascomycota::Cluster_566","Fungi","Ascomycota","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Ascomycota::Cluster_596","Fungi","Ascomycota","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Ascomycota::Cluster_603","Fungi","Ascomycota","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Ascomycota::Cluster_624","Fungi","Ascomycota","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Ascomycota::Cluster_625","Fungi","Ascomycota","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Ascomycota::Cluster_668","Fungi","Ascomycota","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Ascomycota::Cluster_698","Fungi","Ascomycota","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Ascomycota::Cluster_741","Fungi","Ascomycota","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Ascomycota::Cluster_75","Fungi","Ascomycota","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Ascomycota::Cluster_755","Fungi","Ascomycota","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Ascomycota::Cluster_772","Fungi","Ascomycota","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Ascomycota::Cluster_776","Fungi","Ascomycota","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Ascomycota::Cluster_779","Fungi","Ascomycota","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Ascomycota::Cluster_796","Fungi","Ascomycota","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Ascomycota::Cluster_800","Fungi","Ascomycota","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Ascomycota::Cluster_818","Fungi","Ascomycota","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Ascomycota::Cluster_88","Fungi","Ascomycota","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Ascomycota::Cluster_883","Fungi","Ascomycota","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Ascomycota::Cluster_93","Fungi","Ascomycota","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Ascomycota::Cluster_968","Fungi","Ascomycota","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Aspergillus alliaceus::Cluster_142","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus alliaceus","het_decomposerANDhet_unassignedANDmic_unassigned","dec_saprotrophANDuna_unassigned","sap_unassignedANDuna_unassigned","una_unassigned","het_dec_sap_una_unaANDhet_una_una_una_unaANDmic_una_una_una_una","untargeted","any","not observed","not observed"
"Aspergillus flaschentraegeri::Cluster_232","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus flaschentraegeri","het_decomposerANDhet_unassignedANDmic_unassigned","dec_saprotrophANDuna_unassigned","sap_unassignedANDuna_unassigned","una_unassigned","het_dec_sap_una_unaANDhet_una_una_una_unaANDmic_una_una_una_una","untargeted","any","not observed","not observed"
"Aspergillus flavus::Cluster_252","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus flavus","het_decomposerANDhet_unassignedANDmic_unassigned","dec_saprotrophANDuna_unassigned","sap_unassignedANDuna_unassigned","una_unassigned","het_dec_sap_una_unaANDhet_una_una_una_unaANDmic_una_una_una_una","untargeted","any","not observed","not observed"
"Aspergillus niger::Cluster_438","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus niger","het_decomposerANDhet_unassignedANDmic_unassigned","dec_saprotrophANDuna_unassigned","sap_unassignedANDuna_unassigned","una_unassigned","het_dec_sap_una_unaANDhet_una_una_una_unaANDmic_una_una_una_una","untargeted","any","not observed","not observed"
"Aspergillus porphyreostipitatus::Cluster_300","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus porphyreostipitatus","het_decomposerANDhet_unassignedANDmic_unassigned","dec_saprotrophANDuna_unassigned","sap_unassignedANDuna_unassigned","una_unassigned","het_dec_sap_una_unaANDhet_una_una_una_unaANDmic_una_una_una_una","untargeted","any","not observed","not observed"
"Aspergillus sojae::Cluster_182","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus sojae","het_decomposerANDhet_unassignedANDmic_unassigned","dec_saprotrophANDuna_unassigned","sap_unassignedANDuna_unassigned","una_unassigned","het_dec_sap_una_unaANDhet_una_una_una_unaANDmic_una_una_una_una","untargeted","any","not observed","not observed"
"Aspergillus tamarii::Cluster_717","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus tamarii","het_decomposerANDhet_unassignedANDmic_unassigned","dec_saprotrophANDuna_unassigned","sap_unassignedANDuna_unassigned","una_unassigned","het_dec_sap_una_unaANDhet_una_una_una_unaANDmic_una_una_una_una","untargeted","any","not observed","not observed"
"Aspergillus::Cluster_586","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","unassigned","het_decomposerANDhet_unassignedANDmic_unassigned","dec_saprotrophANDuna_unassigned","sap_unassignedANDuna_unassigned","una_unassigned","het_dec_sap_una_unaANDhet_una_una_una_unaANDmic_una_una_una_una","untargeted","any","not observed","not observed"
"Athelia::Cluster_1011","Fungi","Basidiomycota","Agaricomycetes","Atheliales","Atheliaceae","Athelia","unassigned","het_symbiotrophANDhet_unassignedANDmic_unassignedANDorg_chemoorganoautotroph","che_pathotrophANDsym_parasiteANDuna_unassigned","par_lichen parasiteANDpat_unassignedANDuna_unassigned","lic_unassignedANDuna_unassigned","het_sym_par_lic_unaANDhet_una_una_una_unaANDmic_una_una_una_unaANDorg_che_pat_una_una","secondary","auxil.","not observed","not observed"
"Aureobasidium leucospermi::Cluster_704","Fungi","Ascomycota","Dothideomycetes","Dothideales","Aureobasidiaceae","Aureobasidium","Aureobasidium leucospermi","mic_unassigned","una_unassigned","una_unassigned","una_unassigned","mic_una_una_una_una","untargeted","any","not observed","not observed"
"Aureobasidium pullulans::Cluster_34","Fungi","Ascomycota","Dothideomycetes","Dothideales","Aureobasidiaceae","Aureobasidium","Aureobasidium pullulans","mic_unassigned","una_unassigned","una_unassigned","una_unassigned","mic_una_una_una_una","untargeted","any","not observed","not observed"
"Badarisama sojae::Cluster_319","Fungi","Ascomycota","Pezizomycotina cls_Incertae_sedis","Pezizomycotina ord_Incertae_sedis","Pezizomycotina fam_Incertae_sedis","Badarisama","Badarisama sojae","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Badarisama sojae::Cluster_532","Fungi","Ascomycota","Pezizomycotina cls_Incertae_sedis","Pezizomycotina ord_Incertae_sedis","Pezizomycotina fam_Incertae_sedis","Badarisama","Badarisama sojae","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Bartalinia::Cluster_35","Fungi","Ascomycota","Sordariomycetes","Xylariales","Bartaliniaceae","Bartalinia","unassigned","het_symbiotrophANDhet_unassignedANDmic_unassigned","sym_endophyteANDuna_unassigned","end_unassignedANDuna_unassigned","una_unassigned","het_sym_end_una_unaANDhet_una_una_una_unaANDmic_una_una_una_una","untargeted","any","not observed","not observed"
"Beauveria bassiana::Cluster_615","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","Beauveria bassiana","het_symbiotrophANDhet_unassignedANDmic_unassigned","sym_parasiteANDuna_unassigned","par_zooparasiteANDuna_unassigned","una_unassignedANDzoo_unassigned","het_sym_par_zoo_unaANDhet_una_una_una_unaANDmic_una_una_una_una","secondary","auxil.","observed","not observed"
